,Species,Owner,Country_of_Origin,Region,Farm_Name,Altitude,Harvest.Year,Grading.Date,Grading_Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,Color,Expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
730,Arabica,juan luis alvarado romero,Guatemala,CenterA,agropecuaria quiagral,4300,2012,"May 23rd, 2012",2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,Green,"May 23rd, 2013",ft,1310.64,1310.64,1310.64
731,Arabica,nucoffee,Brazil,SouthA,sitio santa luzia,1100m,2012,"April 11th, 2012",2012,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,Green,"April 11th, 2013",m,1100,1100,1100
732,Arabica,maria luisa del carmen rojas narvaez,Mexico,CenterA,cafetal santa maria,1200 a 1400,2012,"March 5th, 2012",2012,Typica,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,Green,"March 5th, 2013",m,1200,1400,1300
733,Arabica,nucoffee,Brazil,SouthA,cafe citrus,950m,2012,"February 17th, 2012",2012,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,Green,"February 16th, 2013",m,950,950,950
734,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,442 msnm,2012,"January 31st, 2012",2012,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,Green,"January 30th, 2013",m,442,442,442
735,Arabica,klem organics,Brazil,SouthA,fazendas klem ltda,1100,,"November 15th, 2017",2017,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,Green,"November 15th, 2018",m,1100,1100,1100
736,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,,2016/2017,"February 13th, 2017",2017,,,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,Blue-Green,"February 13th, 2018",m,NA,NA,NA
737,Arabica,juan luis alvarado romero,Guatemala,CenterA,linda vista,1450,2016,"August 31st, 2016",2016,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,Green,"August 31st, 2017",m,1450,1450,1450
738,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1,2015/2016,"October 8th, 2015",2015,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,Green,"October 7th, 2016",m,1,1,1
739,Arabica,consejo salvadoreo del caf,El Salvador,CenterA,zapato de mico,1500,2014,"July 8th, 2015",2015,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,Green,"July 7th, 2016",m,1500,1500,1500
740,Arabica,cadexsa,Honduras,CenterA,bethel,1350,2015,"April 15th, 2015",2015,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,Green,"April 14th, 2016",m,1350,1350,1350
741,Arabica,afca,Malawi,Africa,kachere,1180m,2014,"November 4th, 2014",2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,Blue-Green,"November 4th, 2015",m,1180,1180,1180
742,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1100,2014/2015,"October 16th, 2014",2014,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,Green,"October 16th, 2015",m,1100,1100,1100
743,Arabica,cqi taiwan icp cqi,Taiwan,Asia,guo xing ka fei wang,650 m,2013/2014,"December 26th, 2013",2013,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,Green,"December 26th, 2014",m,650,650,650
744,Arabica,jesus carlos cardenas valdivia,Mexico,CenterA,finca huehuetecpan,1338,2013,"July 19th, 2013",2013,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,Blue-Green,"July 19th, 2014",m,1338,1338,1338
745,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2013,"May 3rd, 2013",2013,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,Bluish-Green,"May 3rd, 2014",ft,NA,NA,NA
746,Arabica,saul m. hernandez ramirez,Mexico,CenterA,omicuatla,533,2012,"September 27th, 2012",2012,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,None,"September 27th, 2013",m,533,533,533
747,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca medina,4563,2012,"September 19th, 2012",2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,Green,"September 19th, 2013",ft,1390.8024,1390.8024,1390.8024
748,Arabica,manuel herrera juarez,Mexico,CenterA,los barreales 1112lbgr7230412,1170,2012,"August 31st, 2012",2012,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,Green,"August 31st, 2013",m,1170,1170,1170
749,Arabica,guillermo rojas saldana,Mexico,CenterA,jamaica,1250,2012,"August 30th, 2012",2012,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,Green,"August 30th, 2013",m,1250,1250,1250
750,Arabica,adam kline,El Salvador,CenterA,unknown,,2012,"August 21st, 2012",2012,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,Green,"August 21st, 2013",m,NA,NA,NA
751,Arabica,sergio de la vequia bernardi,Mexico,CenterA,chilcuatla,1100,2012,"July 11th, 2012",2012,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,Green,"July 11th, 2013",m,1100,1100,1100
752,Arabica,organizaciones de productores de cafe colimense,Mexico,CenterA,comunidad de canoas,900,2012,"April 2nd, 2012",2012,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,Green,"April 2nd, 2013",m,900,900,900
753,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750,2012,"February 22nd, 2012",2012,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,Green,"February 21st, 2013",m,1750,1750,1750
754,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2012,"February 9th, 2012",2012,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,Green,"February 8th, 2013",m,1600,1950,1775
755,Arabica,nucoffee,Brazil,SouthA,caxambu,,2012,"January 23rd, 2012",2012,Arusha,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,Green,"January 22nd, 2013",m,NA,NA,NA
756,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,,"March 1st, 2011",2011,,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,,"February 29th, 2012",m,NA,NA,NA
757,Arabica,ipanema coffees,Brazil,SouthA,fazenda capoeirnha,934,2016,"August 16th, 2016",2016,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,Green,"August 16th, 2017",m,934,934,934
758,Arabica,bismarck castro,Honduras,CenterA,las cuchillas,1500,2015,"June 9th, 2016",2016,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,Bluish-Green,"June 9th, 2017",m,1500,1500,1500
759,Arabica,"bencafe, s. a.",Nicaragua,CenterA,el brigadum - la coronela,1000,,"March 15th, 2016",2016,,,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,Green,"March 15th, 2017",m,1000,1000,1000
760,Arabica,langiro farm group,"Tanzania, United Republic Of",Africa,langiro farm group,1500-1800,2015,"November 16th, 2015",2015,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,Green,"November 15th, 2016",m,1500,1800,1650
761,Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",Africa,unknown,1600,2015/2016,"October 20th, 2015",2015,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,Green,"October 19th, 2016",m,1600,1600,1600
762,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1,2015/2016,"October 8th, 2015",2015,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,Green,"October 7th, 2016",m,1,1,1
763,Arabica,doi tung development project,Thailand,Asia,unknown,800++,2014,"June 9th, 2015",2015,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,Bluish-Green,"June 8th, 2016",m,800,800,800
764,Arabica,cadexsa,Honduras,CenterA,bethel,1350,2015,"April 15th, 2015",2015,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,Green,"April 14th, 2016",m,1350,1350,1350
765,Arabica,essencecoffee,Guatemala,CenterA,blue lake,1500,2014,"March 21st, 2015",2015,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,Blue-Green,"March 20th, 2016",m,1500,1500,1500
766,Arabica,bourbon specialty coffees,Brazil,SouthA,unknown,,2014,"January 15th, 2015",2015,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,Green,"January 15th, 2016",m,NA,NA,NA
767,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",Africa,ilomba 2,1700,2014,"December 15th, 2014",2014,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,Green,"December 15th, 2015",m,1700,1700,1700
768,Arabica,j.andrade,Mexico,CenterA,el pino,1100,2013,"July 15th, 2014",2014,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,Green,"July 15th, 2015",m,1100,1100,1100
769,Arabica,lusso lab,Mexico,CenterA,unknown,1200-1600m,2013,"April 10th, 2014",2014,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,None,"April 10th, 2015",m,1200,1600,1400
770,Arabica,cqi taiwan icp cqi,Taiwan,Asia,song yue coffee,1200 m,2013/2014,"December 26th, 2013",2013,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,Green,"December 26th, 2014",m,1200,1200,1200
771,Arabica,"lin, che-hao krude",Taiwan,Asia,kan tou mountain coffee,800 m,2012,"May 29th, 2013",2013,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,Green,"May 29th, 2014",m,800,800,800
772,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2013,"March 20th, 2013",2013,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,Bluish-Green,"March 20th, 2014",m,1750,1750,1750
773,Arabica,saul m. hernandez ramirez,Mexico,CenterA,el nanchi,1144,2012,"September 27th, 2012",2012,Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,None,"September 27th, 2013",m,1144,1144,1144
774,Arabica,the coffee source inc.,Guatemala,CenterA,unknown,1350,2012,"August 2nd, 2012",2012,Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,None,"August 2nd, 2013",m,1350,1350,1350
775,Arabica,salvador caro carrion,Mexico,CenterA,las truchas,1000,2012,"July 11th, 2012",2012,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,Green,"July 11th, 2013",m,1000,1000,1000
776,Arabica,organizaciones de productores de cafe colimense,Mexico,CenterA,"la calera, barranca de la leona, el nogal",1200,2012,"July 2nd, 2012",2012,Typica,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,Green,"July 2nd, 2013",m,1200,1200,1200
777,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1800 msnm,4T/10,"February 9th, 2011",2011,,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,,"February 9th, 2012",m,1800,1800,1800
778,Arabica,sanjava coffee,Indonesia,Asia,various,1300,2017,"August 3rd, 2017",2017,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,,"August 3rd, 2018",m,1300,1300,1300
779,Arabica,raúl vargas,Colombia,SouthA,unknown,,2016,"February 20th, 2017",2017,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,Green,"February 20th, 2018",m,NA,NA,NA
780,Arabica,ipanema coffees,Brazil,SouthA,fazenda capoeirnha,894,2016,"August 16th, 2016",2016,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,Green,"August 16th, 2017",m,894,894,894
781,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1,2015/2016,"October 8th, 2015",2015,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,Green,"October 7th, 2016",m,1,1,1
782,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,CenterA,el patalillo,1200-1400 masl,2015,"April 10th, 2015",2015,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,Blue-Green,"April 9th, 2016",m,1200,1400,1300
783,Arabica,balam hinyula,"Tanzania, United Republic Of",Africa,ampcg,1500,2014,"March 25th, 2015",2015,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,Green,"March 24th, 2016",m,1500,1500,1500
784,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",Africa,ngorogoro convenant estate,1500 - 1700,2014,"January 8th, 2015",2015,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,Green,"January 8th, 2016",m,1500,1700,1600
785,Arabica,cafe politico,Colombia,SouthA,unknown,,2013,"September 12th, 2014",2014,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,Green,"September 12th, 2015",m,NA,NA,NA
786,Arabica,"ceca, s.a.",Costa Rica,CenterA,cafetalera aquiares,1.3,2013,"March 21st, 2014",2014,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,Green,"March 21st, 2015",m,13,13,13
787,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"November 26th, 2012",2012,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,Bluish-Green,"November 26th, 2013",ft,NA,NA,NA
788,Arabica,"el equimite, cafetal biodinmico",Mexico,CenterA,"cafetal el equimite, rancho agroecologico",1300,2012,"September 10th, 2012",2012,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,Green,"September 10th, 2013",m,1300,1300,1300
789,Arabica,julio perez hernandez,Mexico,CenterA,unknown,1800,2012,"August 30th, 2012",2012,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,Green,"August 30th, 2013",m,1800,1800,1800
790,Arabica,rosa aurora falcon fernandez,Mexico,CenterA,bola de oro,1250,2012,"July 26th, 2012",2012,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,Green,"July 26th, 2013",m,1250,1250,1250
791,Arabica,royal base corporation,Vietnam,Asia,"apollo co., ltd.",1040m,2012,"July 23rd, 2012",2012,Other,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,Green,"July 23rd, 2013",m,1040,1040,1040
792,Arabica,sergio de la vequia bernardi,Mexico,CenterA,tomatlancillo,1250,2012,"July 11th, 2012",2012,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,Green,"July 11th, 2013",m,1250,1250,1250
793,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"February 23rd, 2012",2012,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,Green,"February 22nd, 2013",ft,NA,NA,NA
794,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,1600 msnm,11-Jan,"April 18th, 2011",2011,,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,,"April 17th, 2012",m,1600,1600,1600
795,Arabica,bismarck castro,Honduras,CenterA,las moras,1600,2017,"June 1st, 2017",2017,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,Green,"June 1st, 2018",m,1600,1600,1600
796,Arabica,bismarck castro,Honduras,CenterA,las moras,1600,2016,"April 6th, 2017",2017,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,Green,"April 6th, 2018",m,1600,1600,1600
797,Arabica,ipanema coffees,Brazil,SouthA,capoeirinha,944,2016,"August 16th, 2016",2016,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,Green,"August 16th, 2017",m,944,944,944
798,Arabica,didas,"Tanzania, United Republic Of",Africa,family farm,1500-1800,2015,"November 16th, 2015",2015,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,Green,"November 15th, 2016",m,1500,1800,1650
799,Arabica,minwook ku,Laos,Asia,club green,1250m,2015,"November 5th, 2015",2015,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,Blue-Green,"November 4th, 2016",m,1250,1250,1250
800,Arabica,finca estate,"Tanzania, United Republic Of",Africa,finca estate,1300- 1400,2014,"December 18th, 2014",2014,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,Green,"December 18th, 2015",m,1300,1400,1350
801,Arabica,afca,Malawi,Africa,chikali,2500m,2014,"October 31st, 2014",2014,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,Bluish-Green,"October 31st, 2015",m,2500,2500,2500
802,Arabica,"lin, che-hao krude",Taiwan,Asia,you siang coffee farmtainan,600m,2013,"July 22nd, 2014",2014,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,Green,"July 22nd, 2015",m,600,600,600
803,Arabica,doi tung development project,Thailand,Asia,unknown,800++,2013,"June 20th, 2014",2014,,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,Green,"June 20th, 2015",m,800,800,800
804,Arabica,eric thormaehlen,Costa Rica,CenterA,various,1200-1400,2013,"June 9th, 2014",2014,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,Green,"June 9th, 2015",m,1200,1400,1300
805,Arabica,beneficio santa rosa,Honduras,CenterA,bsr,1400 m.s.n.m.,2014,"April 30th, 2014",2014,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,Green,"April 30th, 2015",m,1400,1400,1400
806,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,1800 - 2000,2013,"September 13th, 2013",2013,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,Green,"September 13th, 2014",m,1800,2000,1900
807,Arabica,"lin, che-hao krude",Taiwan,Asia,gao chun fang,600-700 m,2012,"June 3rd, 2013",2013,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,Bluish-Green,"June 3rd, 2014",m,600,700,650
808,Arabica,owen carver,Brazil,SouthA,cafe do paraiso,894m - 1183m,2012,"May 21st, 2013",2013,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,Blue-Green,"May 21st, 2014",m,894,1183,1038.5
809,Arabica,jorge octavio escamilla prado,Mexico,CenterA,la ceiba,940,2012,"July 11th, 2012",2012,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,Green,"July 11th, 2013",m,940,940,940
810,Arabica,nucoffee,Brazil,SouthA,campo das flores,1000m,2012,"June 4th, 2012",2012,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,Green,"June 4th, 2013",m,1000,1000,1000
811,Arabica,nucoffee,Brazil,SouthA,sao jose da lagoa,1050m,2012,"April 11th, 2012",2012,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,Blue-Green,"April 11th, 2013",m,1050,1050,1050
812,Arabica,juan luis alvarado romero,Guatemala,CenterA,el faro,,2012,"March 26th, 2012",2012,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,Green,"March 26th, 2013",m,NA,NA,NA
813,Arabica,nucoffee,Brazil,SouthA,santa mariana_sao vicente,950m,2012,"February 17th, 2012",2012,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,Green,"February 16th, 2013",m,950,950,950
814,Arabica,felipe isaza,Guatemala,CenterA,conquista / morito,4600 ft.,2012,"February 1st, 2012",2012,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,Green,"January 31st, 2013",ft,1402.08,1402.08,1402.08
815,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1.600 a 1.950 msn,Mayo a Julio,"July 29th, 2011",2011,Caturra,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,,"July 28th, 2012",m,1600,1950,1775
816,Arabica,juan luis alvarado romero,Guatemala,CenterA,la esperanza,1901,2017,"August 22nd, 2017",2017,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,Green,"August 22nd, 2018",m,1901,1901,1901
817,Arabica,juan luis alvarado romero,Guatemala,CenterA,las delicias,4000,2017,"June 22nd, 2017",2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,Green,"June 22nd, 2018",ft,1219.2,1219.2,1219.2
818,Arabica,bismarck castro,Honduras,CenterA,los hicaques,1400,2017,"June 1st, 2017",2017,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,Green,"June 1st, 2018",m,1400,1400,1400
819,Arabica,gabriel barbara,Brazil,SouthA,santa barbara,1020,2016 / 2017,"October 26th, 2016",2016,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,Green,"October 26th, 2017",m,1020,1020,1020
820,Arabica,consejo salvadoreo del caf,El Salvador,CenterA,la esperanza,1250,2014,"May 5th, 2015",2015,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,Green,"May 4th, 2016",m,1250,1250,1250
821,Arabica,juan luis alvarado romero,Guatemala,CenterA,las cebollas y anexos,1300 a 1800 mtrs. a nivel del mar,2015,"April 20th, 2015",2015,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,Green,"April 19th, 2016",m,1300,1800,1550
822,Arabica,mcomafa co ltd,"Tanzania, United Republic Of",Africa,mcomafa farm no1155gr,1877,2014,"January 6th, 2015",2015,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,Green,"January 6th, 2016",m,1877,1877,1877
823,Arabica,chris finch,Nicaragua,CenterA,unknown,,2013,"July 29th, 2014",2014,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,Green,"July 29th, 2015",m,NA,NA,NA
824,Arabica,lusso lab,Zambia,Africa,mubuyu munali,1000-1500m,2014,"June 20th, 2014",2014,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,,"June 20th, 2015",m,1000,1500,1250
825,Arabica,rob tuttle,Honduras,CenterA,unknown,,2012,"January 17th, 2014",2014,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,Green,"January 17th, 2015",m,NA,NA,NA
826,Arabica,cqi taiwan icp cqi,Taiwan,Asia,dragon coffee,1000 m,2012,"December 26th, 2013",2013,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,Green,"December 26th, 2014",m,1000,1000,1000
827,Arabica,calixto guillen vazquez,Mexico,CenterA,various,1300,2013,"March 29th, 2013",2013,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,Green,"March 29th, 2014",m,1300,1300,1300
828,Arabica,saul m. hernandez ramirez,Mexico,CenterA,platanal,981,2012,"September 27th, 2012",2012,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,None,"September 27th, 2013",m,981,981,981
829,Arabica,saul m. hernandez ramirez,Mexico,CenterA,texpanco,690,2012,"September 27th, 2012",2012,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,None,"September 27th, 2013",m,690,690,690
830,Arabica,juan hermilio sampieri carcamo,Mexico,CenterA,la laja,1650,2012,"July 11th, 2012",2012,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,Green,"July 11th, 2013",m,1650,1650,1650
831,Arabica,modesto landeros flores,Mexico,CenterA,mata larga,1000,2012,"July 11th, 2012",2012,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,Green,"July 11th, 2013",m,1000,1000,1000
832,Arabica,nucoffee,Brazil,SouthA,sitio corrego da olaria_sao caetano,1100m,2012,"February 29th, 2012",2012,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,Green,"February 28th, 2013",m,1100,1100,1100
833,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1600 m.s.n.m,4T/2010,"February 1st, 2011",2011,,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,,"February 1st, 2012",m,1600,1600,1600
